sheet,experiment,plant_no,plant_height_cm,shoot_length_cm,root_length_cm,head_diameter_cm,stem_diameter_cm,total_weight_g,shoot_weight_g,root_weight_g,no_of_leaves,replicate,date,tme,ph,ec,tds,water_temp,date_1,tme_1,rh%,air_temp,co2,100000_replicate_1_t1_ph,100000_replicate_1_t1_ec,100000_replicate_1_t1_tds,100000_replicate_1_t1_water_temp,100000_replicate_2_t1_ph,100000_replicate_2_t1_ec,100000_replicate_2_t1_tds,100000_replicate_2_t1_water_temp,100000_replicate_3_t1_ph,100000_replicate_3_t1_ec,100000_replicate_3_t1_tds,100000_replicate_3_t1_water_temp,100000_replicate_1_t2_ph,100000_replicate_1_t2_ec,100000_replicate_1_t2_tds,100000_replicate_1_t2_water_temp,100000_replicate_2_t2_ph,100000_replicate_2_t2_ec,100000_replicate_2_t2_tds,100000_replicate_2_t2_water_temp,100000_replicate_3_t2_ph,100000_replicate_3_t2_ec,100000_replicate_3_t2_tds,100000_replicate_3_t2_water_temp,100000_air_air_parameters,100000_air_temp_col_26,100000_rh%_col_27,100000_rh%_col_28,140000_replicate_1_t1_ph,140000_replicate_1_t1_ec,140000_replicate_1_t1_tds,140000_replicate_1_t1_water_temp,140000_replicate_2_t1_ph,140000_replicate_2_t1_ec,140000_replicate_2_t1_tds,140000_replicate_2_t1_water_temp,140000_replicate_3_t1_ph,140000_replicate_3_t1_ec,140000_replicate_3_t1_tds,140000_replicate_3_t1_water_temp,140000_replicate_1_t2_ph,140000_replicate_1_t2_ec,140000_replicate_1_t2_tds,140000_replicate_1_t2_water_temp,140000_replicate_2_t2_ph,140000_replicate_2_t2_ec,140000_replicate_2_t2_tds,140000_replicate_2_t2_water_temp,140000_replicate_3_t2_ph,140000_replicate_3_t2_ec,140000_replicate_3_t2_tds,140000_replicate_3_t2_water_temp,140000_air_air_parameters,140000_air_temp_col_54,140000_rh%_col_55,replicate_1_t1,replicate_2_t1,replicate_3_t1,replicate_1_t2,replicate_2_t2,replicate_3_t2,system,hd_cm,shoot_weight_before_removing_wilted_leaves_g,shoot_weight_after_removing_wilted_leaves_g,noof_leaves
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,13:00:00,57.47,30.15,440.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,14:00:00,57.17,30.33,437.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,15:00:00,58.05,29.64,429.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,16:00:00,59.29,28.85,423.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,17:00:00,60.62,27.29,418.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,18:00:00,62.29,25.98,416.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,19:00:00,64.17,25.68,420.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,20:00:00,65.62,24.83,424.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,21:00:00,67.23,24.79,431.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,22:00:00,68.55,24.08,434.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-13,23:00:00,68.65,23.21,439.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,00:00:00,68.64,25.01,450.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,01:00:00,68.74,24.92,460.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,02:00:00,69.54,24.49,464.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,03:00:00,70.46,24.52,467.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,04:00:00,70.48,24.72,466.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,05:00:00,70.83,24.39,458.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,06:00:00,70.66,25.17,462.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,07:00:00,68.64,24.97,453.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,08:00:00,65.86,25.97,444.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,09:00:00,60.55,30.22,436.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,10:00:00,49.68,40.45,468.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,11:00:00,44.58,42.5,504.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,12:00:00,42.22,42.95,506.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,13:00:00,39.59,44.28,508.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,14:00:00,37.73,44.49,493.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,15:00:00,37.9,39.96,463.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,16:00:00,45.49,28.92,405.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,17:00:00,49.13,27.65,414.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,18:00:00,51.66,26.87,420.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,19:00:00,51.17,31.48,427.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,20:00:00,56.72,28.56,437.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,21:00:00,59.83,27.68,442.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,22:00:00,62.17,26.53,443.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-14,23:00:00,63.97,25.84,447.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,00:00:00,64.89,24.51,455.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,01:00:00,65.35,24.6,473.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,02:00:00,63.57,26.78,471.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,03:00:00,63.1,26.71,474.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,04:00:00,63.3,26.31,475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,05:00:00,63.91,25.72,475.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,06:00:00,64.25,25.98,477.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,07:00:00,62.29,28.78,475.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,08:00:00,58.72,31.87,466.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,09:00:00,58.16,30.31,458.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,10:00:00,57.65,30.13,458.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,11:00:00,55.45,30.04,456.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,12:00:00,52.9,30.25,451.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,13:00:00,52.27,31.31,447.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,14:00:00,52.56,31.24,443.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,15:00:00,53.32,29.92,433.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,16:00:00,54.2,29.11,430.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,17:00:00,55.66,29.1,426.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,18:00:00,58.61,28.13,431.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,19:00:00,61.13,25.96,433.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,20:00:00,62.76,24.22,435.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,21:00:00,63.93,23.14,433.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,22:00:00,63.68,25.46,446.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-15,23:00:00,63.53,26.24,463.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,00:00:00,63.75,26.27,474.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,01:00:00,64.85,26.15,475.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,02:00:00,66.79,25.53,469.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,03:00:00,67.07,25.39,473.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,04:00:00,67.67,24.96,478.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,05:00:00,68.33,24.73,485.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,06:00:00,68.57,25.43,493.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,07:00:00,68.4,25.1,484.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,08:00:00,67.15,24.84,470.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,09:00:00,64.23,25.39,462.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,10:00:00,60.87,27.47,453.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,11:00:00,59.07,27.66,448.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,12:00:00,57.34,27.77,444.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,13:00:00,56.02,27.32,440.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,14:00:00,55.77,27.93,436.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,15:00:00,56.77,28.01,435.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,16:00:00,58.08,27.28,432.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,17:00:00,59.11,26.04,434.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,18:00:00,61.37,25.16,432.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,19:00:00,62.74,23.58,432.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,20:00:00,62.9,25.96,440.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,21:00:00,62.93,27.31,445.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,22:00:00,63.86,26.58,449.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-16,23:00:00,64.16,25.82,453.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,00:00:00,65.52,25.32,455.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,01:00:00,66.44,24.82,459.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,02:00:00,67.42,24.15,467.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,03:00:00,68.03,23.67,476.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,04:00:00,68.82,23.17,480.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,05:00:00,68.9,22.48,493.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,06:00:00,68.62,23.43,501.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,07:00:00,66.98,25.98,495.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,08:00:00,64.96,25.75,472.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,09:00:00,63.26,24.88,457.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,10:00:00,61.52,25.28,450.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,11:00:00,59.45,25.92,446.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,12:00:00,57.55,26.32,444.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensor_water_quality,Experiment 3,,,,,,,,,,,Replicate 1 T1,,,,,,,2024-06-17,13:00:00,56.65,27.45,442.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
